SN,Date,Mean.Humidity,Mean.Sea.Level.PressureIn,Mean.VisibilityMiles,CloudCover,Normalized water pressure,Normalized visiblity,normalized cloudcover,normalized humidity,Sunny or not,Events,Normalized dew point
22513,3/23/2010,84,29.55,8,8,0.325714286,0.777777778,1,0.826666667,Not Sunny,Rain,0.641975309
22516,3/26/2010,57,29.8,10,7,0.468571429,1,0.875,0.466666667,Not Sunny,Rain,0.432098765
22518,3/28/2010,74,30.25,10,7,0.725714286,1,0.875,0.693333333,Not Sunny,Rain,0.518518519
22519,3/29/2010,91,29.78,3,8,0.457142857,0.222222222,1,0.92,Not Sunny,Rain,0.679012346
22520,3/30/2010,91,29.44,4,8,0.262857143,0.333333333,1,0.92,Not Sunny,Rain,0.617283951
22521,3/31/2010,77,29.74,10,7,0.434285714,1,0.875,0.733333333,Not Sunny,Rain,0.617283951
22524,4/3/2010,89,30.15,4,6,0.668571429,0.333333333,0.75,0.893333333,Not Sunny,Fog,0.617283951
22525,4/4/2010,68,30.11,4,5,0.645714286,0.333333333,0.625,0.613333333,Not Sunny,Fog,0.654320988
22530,4/9/2010,63,29.71,9,8,0.417142857,0.888888889,1,0.546666667,Not Sunny,Rain,0.617283951
22531,4/10/2010,38,30.15,10,3,0.668571429,1,0.375,0.213333333,Not Sunny,Rain,0.407407407
22532,4/11/2010,44,30.19,10,4,0.691428571,1,0.5,0.293333333,Not Sunny,Rain,0.530864198
22534,4/13/2010,53,30.48,10,6,0.857142857,1,0.75,0.413333333,Not Sunny,Rain,0.481481481
22537,4/16/2010,70,29.95,9,8,0.554285714,0.888888889,1,0.64,Not Sunny,Rain,0.567901235
22538,4/17/2010,67,29.75,7,7,0.44,0.666666667,0.875,0.6,Not Sunny,Rain,0.567901235
22542,4/21/2010,66,29.83,10,7,0.485714286,1,0.875,0.586666667,Not Sunny,Rain,0.641975309
22543,4/22/2010,60,29.73,8,5,0.428571429,0.777777778,0.625,0.506666667,Not Sunny,Rain-Thunderstorm,0.666666667
22546,4/25/2010,87,29.65,6,8,0.382857143,0.555555556,1,0.866666667,Not Sunny,Rain-Thunderstorm,0.641975309
22547,4/26/2010,88,29.34,7,8,0.205714286,0.666666667,1,0.88,Not Sunny,Rain,0.679012346
22554,5/3/2010,73,29.73,6,7,0.428571429,0.555555556,0.875,0.68,Not Sunny,Fog-Rain,0.839506173
22557,5/6/2010,61,29.79,7,5,0.462857143,0.666666667,0.625,0.52,Not Sunny,Fog,0.679012346
22559,5/8/2010,58,29.59,8,5,0.348571429,0.777777778,0.625,0.48,Not Sunny,Rain,0.666666667
22563,5/12/2010,83,30.19,6,8,0.691428571,0.555555556,1,0.813333333,Not Sunny,Rain,0.617283951
22565,5/14/2010,74,30.07,9,6,0.622857143,0.888888889,0.75,0.693333333,Not Sunny,Rain-Thunderstorm,0.75308642
22569,5/18/2010,70,30.01,6,8,0.588571429,0.555555556,1,0.64,Not Sunny,Rain,0.666666667
22574,5/23/2010,79,30.22,10,7,0.708571429,1,0.875,0.76,Not Sunny,Rain,0.814814815
22575,5/24/2010,83,30.26,6,7,0.731428571,0.555555556,0.875,0.813333333,Not Sunny,Rain,0.839506173
22578,5/27/2010,66,29.84,10,6,0.491428571,1,0.75,0.586666667,Not Sunny,Rain-Thunderstorm,0.790123457
22582,5/31/2010,67,29.98,9,3,0.571428571,0.888888889,0.375,0.6,Not Sunny,Rain-Thunderstorm,0.839506173
22584,6/2/2010,71,29.83,8,5,0.485714286,0.777777778,0.625,0.653333333,Not Sunny,Fog,0.851851852
22585,6/3/2010,70,29.72,5,5,0.422857143,0.444444444,0.625,0.64,Not Sunny,Fog,0.87654321
22591,6/9/2010,71,30.04,7,6,0.605714286,0.666666667,0.75,0.653333333,Not Sunny,Rain,0.728395062
22592,6/10/2010,74,29.86,9,6,0.502857143,0.888888889,0.75,0.693333333,Not Sunny,Rain,0.802469136
22595,6/13/2010,78,29.87,8,7,0.508571429,0.777777778,0.875,0.746666667,Not Sunny,Rain,0.864197531
22596,6/14/2010,83,29.86,7,7,0.502857143,0.666666667,0.875,0.813333333,Not Sunny,Rain,0.864197531
22599,6/17/2010,67,29.86,10,4,0.502857143,1,0.5,0.6,Not Sunny,Rain,0.814814815
22604,6/22/2010,68,30.07,9,7,0.622857143,0.888888889,0.875,0.613333333,Not Sunny,Rain-Thunderstorm,0.851851852
22608,6/26/2010,59,29.9,10,4,0.525714286,1,0.5,0.493333333,Not Sunny,Rain,0.864197531
22620,7/8/2010,73,30.04,7,6,0.605714286,0.666666667,0.75,0.68,Not Sunny,Fog,0.975308642
22624,7/12/2010,63,29.91,10,5,0.531428571,1,0.625,0.546666667,Not Sunny,Rain,0.913580247
22625,7/13/2010,84,29.91,7,7,0.531428571,0.666666667,0.875,0.826666667,Not Sunny,Rain-Thunderstorm,0.987654321
22628,7/16/2010,75,29.95,8,5,0.554285714,0.777777778,0.625,0.706666667,Not Sunny,Rain,0.975308642
22631,7/19/2010,70,29.84,8,5,0.491428571,0.777777778,0.625,0.64,Not Sunny,Rain-Thunderstorm,0.950617284
22635,7/23/2010,61,29.94,8,6,0.548571429,0.777777778,0.75,0.52,Not Sunny,Rain-Thunderstorm,0.938271605
22637,7/25/2010,62,29.81,10,6,0.474285714,1,0.75,0.533333333,Not Sunny,Rain-Thunderstorm,0.938271605
22641,7/29/2010,64,29.85,9,5,0.497142857,0.888888889,0.625,0.56,Not Sunny,Rain-Thunderstorm,0.938271605
22655,8/12/2010,74,29.91,10,8,0.531428571,1,1,0.693333333,Not Sunny,Rain,0.888888889
22656,8/13/2010,56,30.05,10,5,0.611428571,1,0.625,0.453333333,Not Sunny,Rain,0.790123457
22658,8/15/2010,71,30.06,10,7,0.617142857,1,0.875,0.653333333,Not Sunny,Rain,0.864197531
22659,8/16/2010,78,29.95,10,7,0.554285714,1,0.875,0.746666667,Not Sunny,Rain-Thunderstorm,0.962962963
22666,8/23/2010,83,29.87,8,8,0.508571429,0.777777778,1,0.813333333,Not Sunny,Rain,0.87654321
22668,8/25/2010,86,29.86,7,8,0.502857143,0.666666667,1,0.853333333,Not Sunny,Rain,0.864197531
22682,9/8/2010,50,29.79,10,4,0.462857143,1,0.5,0.373333333,Not Sunny,Rain,0.765432099
22686,9/12/2010,82,30.04,7,8,0.605714286,0.666666667,1,0.8,Not Sunny,Rain,0.777777778
22687,9/13/2010,75,29.97,10,6,0.565714286,1,0.75,0.706666667,Not Sunny,Rain-Thunderstorm,0.790123457
22690,9/16/2010,70,29.99,9,6,0.577142857,0.888888889,0.75,0.64,Not Sunny,Rain-Thunderstorm,0.790123457
22691,9/17/2010,71,29.91,8,6,0.531428571,0.777777778,0.75,0.653333333,Not Sunny,Rain-Thunderstorm,0.814814815
22696,9/22/2010,74,30.04,9,4,0.605714286,0.888888889,0.5,0.693333333,Not Sunny,Rain-Thunderstorm,0.851851852
22702,9/28/2010,88,29.76,9,8,0.445714286,0.888888889,1,0.88,Not Sunny,Rain,0.925925926
22705,10/1/2010,77,29.62,7,7,0.365714286,0.666666667,0.875,0.733333333,Not Sunny,Rain,0.827160494
22707,10/3/2010,66,30.1,10,5,0.64,1,0.625,0.586666667,Not Sunny,Rain,0.62962963
22709,10/5/2010,83,29.96,9,7,0.56,0.888888889,0.875,0.813333333,Not Sunny,Rain,0.75308642
22711,10/7/2010,59,29.71,10,3,0.417142857,1,0.375,0.493333333,Not Sunny,Rain,0.654320988
22715,10/11/2010,67,29.8,8,5,0.468571429,0.777777778,0.625,0.6,Not Sunny,Rain-Thunderstorm,0.740740741
22716,10/12/2010,69,29.81,10,5,0.474285714,1,0.625,0.626666667,Not Sunny,Rain,0.740740741
22718,10/14/2010,71,29.86,9,6,0.502857143,0.888888889,0.75,0.653333333,Not Sunny,Rain,0.679012346
22719,10/15/2010,63,29.52,10,7,0.308571429,1,0.875,0.546666667,Not Sunny,Rain,0.592592593
22725,10/21/2010,58,29.68,9,4,0.4,0.888888889,0.5,0.48,Not Sunny,Rain,0.580246914
22728,10/24/2010,71,30.1,10,7,0.64,1,0.875,0.653333333,Not Sunny,Rain,0.703703704
22730,10/26/2010,83,29.89,7,6,0.52,0.666666667,0.75,0.813333333,Not Sunny,Fog,0.827160494
22731,10/27/2010,90,29.88,3,7,0.514285714,0.222222222,0.875,0.906666667,Not Sunny,Rain,0.864197531
22732,10/28/2010,62,29.86,6,4,0.502857143,0.555555556,0.5,0.533333333,Not Sunny,Fog,0.740740741
22740,11/5/2010,74,29.52,9,6,0.308571429,0.888888889,0.75,0.693333333,Not Sunny,Rain,0.604938272
22751,11/16/2010,87,30,6,8,0.582857143,0.555555556,1,0.866666667,Not Sunny,Rain,0.703703704
22752,11/17/2010,63,29.67,9,5,0.394285714,0.888888889,0.625,0.546666667,Not Sunny,Rain,0.62962963
22753,11/18/2010,54,30.04,10,4,0.605714286,1,0.5,0.426666667,Not Sunny,Rain,0.50617284
22757,11/22/2010,83,30.29,10,6,0.748571429,1,0.75,0.813333333,Not Sunny,Rain,0.679012346
22760,11/25/2010,58,30.12,10,8,0.651428571,1,1,0.48,Not Sunny,Rain,0.407407407
22765,11/30/2010,76,30.34,10,7,0.777142857,1,0.875,0.72,Not Sunny,Rain,0.654320988
22766,12/1/2010,77,29.82,6,8,0.48,0.555555556,1,0.733333333,Not Sunny,Rain,0.679012346
22772,12/7/2010,52,29.58,10,6,0.342857143,1,0.75,0.4,Not Sunny,Snow,0.283950617
22775,12/10/2010,60,30.37,10,6,0.794285714,1,0.75,0.506666667,Not Sunny,Snow,0.283950617
22777,12/12/2010,83,29.68,5,8,0.4,0.444444444,1,0.813333333,Not Sunny,Rain,0.666666667
22778,12/13/2010,73,29.21,9,8,0.131428571,0.888888889,1,0.68,Not Sunny,Rain-Snow,0.469135802
22792,12/27/2010,69,29.28,4,6,0.171428571,0.333333333,0.75,0.626666667,Not Sunny,Fog-Snow,0.271604938
22799,1/2/2011,82,29.95,4,7,0.554285714,0.333333333,0.875,0.8,Not Sunny,Fog-Rain,0.555555556
22804,1/7/2011,73,29.44,5,7,0.262857143,0.444444444,0.875,0.68,Not Sunny,Snow,0.395061728
22805,1/8/2011,68,29.47,9,7,0.28,0.888888889,0.875,0.613333333,Not Sunny,Snow,0.320987654
22808,1/11/2011,72,30.1,7,6,0.64,0.666666667,0.75,0.666666667,Not Sunny,Fog-Snow,0.320987654
22809,1/12/2011,70,29.68,7,6,0.4,0.666666667,0.75,0.64,Not Sunny,Fog-Snow,0.320987654
22815,1/18/2011,83,29.86,4,8,0.502857143,0.333333333,1,0.813333333,Not Sunny,Rain-Snow,0.469135802
22816,1/19/2011,78,29.74,9,8,0.434285714,0.888888889,1,0.746666667,Not Sunny,Rain,0.481481481
22822,1/25/2011,69,30.2,8,7,0.697142857,0.777777778,0.875,0.626666667,Not Sunny,Snow,0.358024691
22824,1/27/2011,70,29.75,7,6,0.44,0.666666667,0.75,0.64,Not Sunny,Fog-Snow,0.37037037
22825,1/28/2011,77,29.86,7,7,0.502857143,0.666666667,0.875,0.733333333,Not Sunny,Snow,0.382716049
22826,1/29/2011,74,29.95,8,7,0.554285714,0.777777778,0.875,0.693333333,Not Sunny,Snow,0.37037037
22829,2/1/2011,64,30.29,4,8,0.748571429,0.333333333,1,0.56,Not Sunny,Rain-Snow,0.382716049
22830,2/2/2011,72,29.85,4,7,0.497142857,0.333333333,0.875,0.666666667,Not Sunny,Rain,0.456790123
22833,2/5/2011,81,29.75,4,7,0.44,0.333333333,0.875,0.786666667,Not Sunny,Fog-Rain,0.469135802
22835,2/7/2011,74,29.96,9,6,0.56,0.888888889,0.75,0.693333333,Not Sunny,Rain,0.444444444
22836,2/8/2011,64,29.74,7,6,0.434285714,0.666666667,0.75,0.56,Not Sunny,Rain-Snow,0.37037037
22842,2/14/2011,48,29.61,10,5,0.36,1,0.625,0.346666667,Not Sunny,Rain,0.419753086
22846,2/18/2011,56,29.76,10,6,0.445714286,1,0.75,0.453333333,Not Sunny,Rain-Thunderstorm,0.567901235
22849,2/21/2011,64,29.83,7,8,0.485714286,0.666666667,1,0.56,Not Sunny,Snow,0.345679012
22852,2/24/2011,61,30.18,10,5,0.685714286,1,0.625,0.52,Not Sunny,Rain,0.382716049
22856,2/28/2011,75,29.78,7,8,0.457142857,0.666666667,1,0.706666667,Not Sunny,Rain-Thunderstorm,0.580246914
22861,3/5/2011,76,30.38,10,7,0.8,1,0.875,0.72,Not Sunny,Rain,0.567901235
22862,3/6/2011,90,29.91,5,8,0.531428571,0.444444444,1,0.906666667,Not Sunny,Rain,0.641975309
22863,3/7/2011,64,29.81,7,5,0.474285714,0.666666667,0.625,0.56,Not Sunny,Fog-Rain,0.456790123
22865,3/9/2011,68,30.58,10,6,0.914285714,1,0.75,0.613333333,Not Sunny,Rain,0.432098765
22867,3/11/2011,71,29.79,8,6,0.462857143,0.777777778,0.75,0.653333333,Not Sunny,Rain,0.592592593
22872,3/16/2011,72,30.13,7,8,0.657142857,0.666666667,1,0.666666667,Not Sunny,Rain,0.555555556
22877,3/21/2011,79,30.1,4,8,0.64,0.333333333,1,0.76,Not Sunny,Rain-Snow,0.555555556
22879,3/23/2011,69,29.8,4,8,0.468571429,0.333333333,1,0.626666667,Not Sunny,Rain-Snow-Thunderstorm,0.469135802
22880,3/24/2011,60,29.69,8,6,0.405714286,0.777777778,0.75,0.506666667,Not Sunny,Snow,0.382716049
22886,3/30/2011,54,30.12,10,5,0.651428571,1,0.625,0.426666667,Not Sunny,Rain,0.395061728
22887,3/31/2011,73,29.81,10,8,0.474285714,1,1,0.68,Not Sunny,Rain,0.49382716
22888,4/1/2011,72,29.43,9,8,0.257142857,0.888888889,1,0.666666667,Not Sunny,Rain-Snow,0.49382716
22891,4/4/2011,75,29.75,10,7,0.44,1,0.875,0.706666667,Not Sunny,Rain,0.592592593
22893,4/6/2011,55,29.97,10,5,0.565714286,1,0.625,0.44,Not Sunny,Rain,0.419753086
22894,4/7/2011,71,30.11,10,7,0.645714286,1,0.875,0.653333333,Not Sunny,Rain,0.530864198
22895,4/8/2011,68,30.2,9,7,0.697142857,0.888888889,0.875,0.613333333,Not Sunny,Rain,0.530864198
22897,4/10/2011,64,30.11,8,8,0.645714286,0.777777778,1,0.56,Not Sunny,Fog,0.555555556
22898,4/11/2011,80,29.76,4,7,0.445714286,0.333333333,0.875,0.773333333,Not Sunny,Fog-Rain,0.679012346
22899,4/12/2011,69,29.88,9,7,0.514285714,0.888888889,0.875,0.626666667,Not Sunny,Rain-Thunderstorm,0.654320988
22900,4/13/2011,91,29.9,4,8,0.525714286,0.333333333,1,0.92,Not Sunny,Rain-Thunderstorm,0.654320988
22903,4/16/2011,82,30.02,7,8,0.594285714,0.666666667,1,0.8,Not Sunny,Rain-Thunderstorm,0.617283951
22904,4/17/2011,64,29.64,9,5,0.377142857,0.888888889,0.625,0.56,Not Sunny,Rain,0.604938272
22905,4/18/2011,53,29.97,10,6,0.565714286,1,0.75,0.413333333,Not Sunny,Rain,0.518518519
22906,4/19/2011,73,30.04,10,8,0.605714286,1,1,0.68,Not Sunny,Rain,0.604938272
22910,4/23/2011,86,30.14,3,8,0.662857143,0.222222222,1,0.853333333,Not Sunny,Rain,0.666666667
22911,4/24/2011,79,29.99,6,7,0.577142857,0.555555556,0.875,0.76,Not Sunny,Rain-Thunderstorm,0.777777778
22912,4/25/2011,83,30.04,2,7,0.605714286,0.111111111,0.875,0.813333333,Not Sunny,Fog,0.790123457
22913,4/26/2011,87,29.97,4,4,0.565714286,0.333333333,0.5,0.866666667,Not Sunny,Fog,0.777777778
22914,4/27/2011,89,29.98,1,7,0.571428571,0,0.875,0.893333333,Not Sunny,Fog,0.777777778
22921,5/4/2011,76,29.96,8,8,0.56,0.777777778,1,0.72,Not Sunny,Rain,0.691358025
22931,5/14/2011,79,29.85,10,8,0.497142857,1,1,0.76,Not Sunny,Rain,0.740740741
22932,5/15/2011,91,29.63,6,7,0.371428571,0.555555556,0.875,0.92,Not Sunny,Fog-Rain,0.802469136
22934,5/17/2011,86,29.9,6,8,0.525714286,0.555555556,1,0.853333333,Not Sunny,Rain-Thunderstorm,0.765432099
22935,5/18/2011,85,29.96,9,8,0.56,0.888888889,1,0.84,Not Sunny,Rain,0.839506173
22936,5/19/2011,85,30,7,7,0.582857143,0.666666667,0.875,0.84,Not Sunny,Fog,0.827160494
22937,5/20/2011,86,29.96,6,6,0.56,0.555555556,0.75,0.853333333,Not Sunny,Rain,0.790123457
22938,5/21/2011,81,29.96,4,5,0.56,0.333333333,0.625,0.786666667,Not Sunny,Fog-Rain,0.777777778
22940,5/23/2011,92,30.02,7,8,0.594285714,0.666666667,1,0.933333333,Not Sunny,Rain,0.790123457
22941,5/24/2011,76,29.79,5,6,0.462857143,0.444444444,0.75,0.72,Not Sunny,Fog,0.851851852
22946,5/29/2011,87,30.1,6,6,0.64,0.555555556,0.75,0.866666667,Not Sunny,Fog,0.888888889
22947,5/30/2011,76,30.08,9,6,0.628571429,0.888888889,0.75,0.72,Not Sunny,Rain-Thunderstorm,0.913580247
22948,5/31/2011,68,30.17,10,1,0.68,1,0.125,0.613333333,Not Sunny,Rain,0.87654321
22957,6/9/2011,68,29.87,8,4,0.508571429,0.777777778,0.5,0.613333333,Not Sunny,Rain-Thunderstorm,0.913580247
22959,6/11/2011,89,29.99,5,8,0.577142857,0.444444444,1,0.893333333,Not Sunny,Rain,0.864197531
22960,6/12/2011,84,29.87,9,7,0.508571429,0.888888889,0.875,0.826666667,Not Sunny,Rain-Thunderstorm,0.802469136
22961,6/13/2011,68,29.88,9,6,0.514285714,0.888888889,0.75,0.613333333,Not Sunny,Rain,0.75308642
22962,6/14/2011,74,29.88,10,5,0.514285714,1,0.625,0.693333333,Not Sunny,Rain,0.75308642
22963,6/15/2011,53,29.87,10,3,0.508571429,1,0.375,0.413333333,Not Sunny,Rain,0.716049383
22965,6/17/2011,80,29.88,9,7,0.514285714,0.888888889,0.875,0.773333333,Not Sunny,Fog-Rain-Thunderstorm,0.888888889
22970,6/22/2011,80,29.87,8,7,0.508571429,0.777777778,0.875,0.773333333,Not Sunny,Rain,0.913580247
22971,6/23/2011,92,29.77,4,8,0.451428571,0.333333333,1,0.933333333,Not Sunny,Fog-Rain,0.925925926
22972,6/24/2011,92,29.74,3,8,0.434285714,0.222222222,1,0.933333333,Not Sunny,Rain,0.87654321
22977,6/29/2011,64,29.86,9,5,0.502857143,0.888888889,0.625,0.56,Not Sunny,Rain-Thunderstorm,0.839506173
22981,7/3/2011,83,29.9,7,7,0.525714286,0.666666667,0.875,0.813333333,Not Sunny,Rain,0.925925926
22986,7/8/2011,78,29.84,7,8,0.491428571,0.666666667,1,0.746666667,Not Sunny,Rain-Thunderstorm,0.950617284
22991,7/13/2011,40,29.76,10,4,0.445714286,1,0.5,0.24,Not Sunny,Rain,0.790123457
22996,7/18/2011,65,29.93,10,4,0.542857143,1,0.5,0.573333333,Not Sunny,Rain-Thunderstorm,0.925925926
22999,7/21/2011,76,29.82,5,4,0.48,0.444444444,0.5,0.72,Not Sunny,Fog,0.975308642
23003,7/25/2011,73,29.89,10,7,0.52,1,0.875,0.68,Not Sunny,Rain,0.901234568
23006,7/28/2011,61,30.03,10,6,0.6,1,0.75,0.52,Not Sunny,Rain,0.888888889
23007,7/29/2011,79,29.91,8,7,0.531428571,0.777777778,0.875,0.76,Not Sunny,Rain-Thunderstorm,0.962962963
23010,8/1/2011,65,29.88,10,5,0.514285714,1,0.625,0.573333333,Not Sunny,Rain-Thunderstorm,0.913580247
23012,8/3/2011,47,29.75,8,6,0.44,0.777777778,0.75,0.333333333,Not Sunny,Rain,0.839506173
23013,8/4/2011,72,29.9,10,5,0.525714286,1,0.625,0.666666667,Not Sunny,Rain,0.87654321
23015,8/6/2011,77,30.02,10,6,0.594285714,1,0.75,0.733333333,Not Sunny,Rain,0.925925926
23018,8/9/2011,78,29.59,8,5,0.348571429,0.777777778,0.625,0.746666667,Not Sunny,Rain,0.950617284
23023,8/14/2011,80,29.89,5,8,0.52,0.444444444,1,0.773333333,Not Sunny,Rain-Thunderstorm,0.913580247
23024,8/15/2011,73,29.7,10,7,0.411428571,1,0.875,0.68,Not Sunny,Rain,0.901234568
23025,8/16/2011,68,29.84,10,7,0.491428571,1,0.875,0.613333333,Not Sunny,Rain,0.839506173
23027,8/18/2011,74,30.02,10,5,0.594285714,1,0.625,0.693333333,Not Sunny,Rain-Thunderstorm,0.901234568
23028,8/19/2011,69,29.94,9,6,0.548571429,0.888888889,0.75,0.626666667,Not Sunny,Rain-Thunderstorm,0.87654321
23030,8/21/2011,81,29.9,8,7,0.525714286,0.777777778,0.875,0.786666667,Not Sunny,Rain-Thunderstorm,0.950617284
23034,8/25/2011,86,29.92,9,6,0.537142857,0.888888889,0.75,0.853333333,Not Sunny,Rain-Thunderstorm,0.938271605
23035,8/26/2011,74,29.98,9,5,0.571428571,0.888888889,0.625,0.693333333,Not Sunny,Rain,0.925925926
23036,8/27/2011,88,29.8,7,8,0.468571429,0.666666667,1,0.88,Not Sunny,Rain-Thunderstorm,0.975308642
23046,9/6/2011,86,29.98,7,8,0.571428571,0.666666667,1,0.853333333,Not Sunny,Rain,0.839506173
23047,9/7/2011,90,30.07,5,8,0.622857143,0.444444444,1,0.906666667,Not Sunny,Rain-Thunderstorm,0.888888889
23048,9/8/2011,80,29.99,8,7,0.577142857,0.777777778,0.875,0.773333333,Not Sunny,Fog-Rain,0.888888889
23055,9/15/2011,71,29.93,9,5,0.542857143,0.888888889,0.625,0.653333333,Not Sunny,Rain,0.802469136
23060,9/20/2011,83,30.16,10,8,0.674285714,1,1,0.813333333,Not Sunny,Rain,0.814814815
23062,9/22/2011,86,30.12,5,8,0.651428571,0.444444444,1,0.853333333,Not Sunny,Fog-Rain,0.913580247
23066,9/26/2011,84,30,4,6,0.582857143,0.333333333,0.75,0.826666667,Not Sunny,Fog,0.913580247
23067,9/27/2011,86,29.98,5,7,0.571428571,0.444444444,0.875,0.853333333,Not Sunny,Fog,0.913580247
23069,9/29/2011,76,29.72,9,6,0.422857143,0.888888889,0.75,0.72,Not Sunny,Rain-Thunderstorm,0.888888889
23070,9/30/2011,62,29.69,9,4,0.405714286,0.888888889,0.5,0.533333333,Not Sunny,Rain-Thunderstorm,0.802469136
23071,10/1/2011,77,29.68,10,7,0.4,1,0.875,0.733333333,Not Sunny,Rain,0.740740741
23072,10/2/2011,66,29.81,10,5,0.474285714,1,0.625,0.586666667,Not Sunny,Rain,0.679012346
23073,10/3/2011,69,30.03,10,5,0.6,1,0.625,0.626666667,Not Sunny,Rain,0.617283951
23083,10/13/2011,85,29.78,5,8,0.457142857,0.444444444,1,0.84,Not Sunny,Fog-Rain,0.839506173
23084,10/14/2011,77,29.51,5,7,0.302857143,0.444444444,0.875,0.733333333,Not Sunny,Fog-Rain-Thunderstorm,0.851851852
23097,10/27/2011,84,29.7,7,8,0.411428571,0.666666667,1,0.826666667,Not Sunny,Rain,0.654320988
23099,10/29/2011,77,30.01,4,8,0.588571429,0.333333333,1,0.733333333,Not Sunny,Fog-Rain-Snow,0.481481481
23100,10/30/2011,66,30.13,9,2,0.657142857,0.888888889,0.25,0.586666667,Not Sunny,Snow,0.432098765
23110,11/9/2011,73,30.15,6,3,0.668571429,0.555555556,0.375,0.68,Not Sunny,Fog,0.679012346
23111,11/10/2011,80,29.84,5,5,0.491428571,0.444444444,0.625,0.773333333,Not Sunny,Fog-Rain,0.728395062
23112,11/11/2011,56,29.76,10,3,0.445714286,1,0.375,0.453333333,Not Sunny,Rain,0.432098765
23116,11/15/2011,75,29.87,10,8,0.508571429,1,1,0.706666667,Not Sunny,Rain,0.716049383
23117,11/16/2011,90,29.83,7,8,0.485714286,0.666666667,1,0.906666667,Not Sunny,Rain,0.740740741
23118,11/17/2011,66,29.87,10,7,0.508571429,1,0.875,0.586666667,Not Sunny,Rain,0.49382716
23123,11/22/2011,82,30.26,7,8,0.731428571,0.666666667,1,0.8,Not Sunny,Rain,0.62962963
23124,11/23/2011,83,29.72,7,7,0.422857143,0.666666667,0.875,0.813333333,Not Sunny,Rain,0.641975309
23130,11/29/2011,86,29.86,8,7,0.502857143,0.777777778,0.875,0.853333333,Not Sunny,Rain,0.765432099
23136,12/5/2011,95,30.33,2,8,0.771428571,0.111111111,1,0.973333333,Not Sunny,Fog-Rain,0.691358025
23137,12/6/2011,93,30.05,7,8,0.611428571,0.666666667,1,0.946666667,Not Sunny,Rain,0.740740741
23138,12/7/2011,93,29.67,4,8,0.394285714,0.333333333,1,0.946666667,Not Sunny,Rain,0.703703704
23139,12/8/2011,61,30.05,10,4,0.611428571,1,0.5,0.52,Not Sunny,Rain,0.407407407
23151,12/20/2011,66,30.14,10,8,0.662857143,1,1,0.586666667,Not Sunny,Rain,0.469135802
23152,12/21/2011,88,29.93,7,8,0.542857143,0.666666667,1,0.88,Not Sunny,Rain-Thunderstorm,0.679012346
23153,12/22/2011,60,30.02,10,5,0.594285714,1,0.625,0.506666667,Not Sunny,Rain,0.580246914
23154,12/23/2011,71,29.98,9,5,0.571428571,0.888888889,0.625,0.653333333,Not Sunny,Rain,0.543209877
23157,12/26/2011,54,30.15,10,3,0.668571429,1,0.375,0.426666667,Not Sunny,Rain,0.395061728
23158,12/27/2011,77,29.77,8,7,0.451428571,0.777777778,0.875,0.733333333,Not Sunny,Rain,0.604938272
23162,12/31/2011,74,29.9,10,5,0.525714286,1,0.625,0.693333333,Not Sunny,Rain,0.604938272
23164,1/1/2012,77,29.95,10,3,0.554285714,1,0.375,0.733333333,Not Sunny,Rain,0.580246914
23174,1/11/2012,65,30.03,10,4,0.6,1,0.5,0.573333333,Not Sunny,Rain,0.456790123
23175,1/12/2012,88,29.54,7,8,0.32,0.666666667,1,0.88,Not Sunny,Rain-Thunderstorm,0.604938272
23176,1/13/2012,67,29.51,9,6,0.302857143,0.888888889,0.75,0.6,Not Sunny,Rain-Snow,0.444444444
23179,1/16/2012,53,30.48,10,4,0.857142857,1,0.5,0.413333333,Not Sunny,Rain-Snow,0.234567901
23184,1/21/2012,64,30.11,6,8,0.645714286,0.555555556,1,0.56,Not Sunny,Snow,0.333333333
23186,1/23/2012,84,30.13,6,8,0.657142857,0.555555556,1,0.826666667,Not Sunny,Fog-Rain-Snow,0.592592593
23204,2/10/2012,61,30.07,10,5,0.622857143,1,0.625,0.52,Not Sunny,Rain,0.395061728
23205,2/11/2012,68,29.74,6,8,0.434285714,0.555555556,1,0.613333333,Not Sunny,Rain-Snow,0.419753086
23208,2/14/2012,49,30.08,10,7,0.628571429,1,0.875,0.36,Not Sunny,Rain,0.37037037
23209,2/15/2012,75,30.18,9,6,0.685714286,0.888888889,0.75,0.706666667,Not Sunny,Rain,0.518518519
23210,2/16/2012,76,30.2,9,7,0.697142857,0.888888889,0.875,0.72,Not Sunny,Rain,0.50617284
23211,2/17/2012,62,30,7,5,0.582857143,0.666666667,0.625,0.533333333,Not Sunny,Rain,0.49382716
23212,2/18/2012,52,30.02,10,3,0.594285714,1,0.375,0.4,Not Sunny,Rain,0.37037037
23218,2/24/2012,65,29.55,8,8,0.325714286,0.777777778,1,0.573333333,Not Sunny,Rain,0.530864198
23223,2/29/2012,67,30.1,7,8,0.64,0.666666667,1,0.6,Not Sunny,Rain,0.481481481
23224,3/1/2012,81,29.78,9,8,0.457142857,0.888888889,1,0.786666667,Not Sunny,Rain,0.518518519
23225,3/2/2012,76,30.04,10,8,0.605714286,1,1,0.72,Not Sunny,Rain,0.456790123
23226,3/3/2012,63,29.57,6,7,0.337142857,0.555555556,0.875,0.546666667,Not Sunny,Fog-Rain,0.580246914
23232,3/9/2012,54,30.1,10,6,0.64,1,0.75,0.426666667,Not Sunny,Rain,0.37037037
